id,name,photo,description,category,esposizione,fioritura,altezza,terreno,densità,vaso,disponibile,novità,utile_per,created_at,updated_at,price_cents,price_currency,nascondi
604,Hosta 'Carnival',,"Foglie verdi con margine giallo. Fiori lavanda.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"bassa, cm. 40-50","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",3-5 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-06 19:12:36 UTC,2020-10-31 16:29:11 UTC,800,EUR,false
611,Hosta 'Devon Green',,"Foglie verde scuro, lucide. Fiori lavanda.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"bassa, cm. 40-50","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",5-7 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 17:05:00 UTC,2021-01-06 11:14:49 UTC,800,EUR,false
607,Hosta 'First Frost',,"Foglie blu e margine giallo. Fiori lavanda.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"bassa, cm. 30-40","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",3-5 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 16:36:30 UTC,2020-10-31 16:31:14 UTC,800,EUR,false
149,Hosta 'Halcyon',,"Una tra le Hosta a foglia blu più conosciute. Di medie dimensioni, è piuttosto veloce nella crescita. Foglie rotondeggianti con venature accentuate. Fiori lavanda pallido.
Origine: ibrido tra H. 'Tardiflora' e H. sieboldiana 'Elegans Alba'.
",erbacee perenni,ombra-mezzombra,estate,"bassa, cm. 40-50","fresco, ricco di sostanza organica. Sopporta anche terreni pesanti.",5-7 piante/mq.,tondo cm.15 (2 L.),false,false,fogliame decorativo,2019-02-01 15:52:29 UTC,2019-12-02 17:44:52 UTC,800,EUR,false
606,Hosta 'Minute Man',,"Foglie a coppa di un bel verde profondo con ampio margine crema. Fiori lavanda.
Origine: Asia, ibrido orticolo.
",erbacee perenni,ombra-mezz'ombra,estate,"media, cm. 50-60","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",3-5 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 16:26:32 UTC,2020-11-07 14:31:33 UTC,800,EUR,false
609,Hosta 'Moonstruck',,"Foglie strette e allungate con porzione entrale gialla e margine blu. Fiori lavanda. Di taglia piccola.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"bassa, cm. 30-40","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",5-7 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 16:51:45 UTC,2020-11-07 14:32:35 UTC,800,EUR,false
610,Hosta nigrescens,,"Grande Hosta a forma di vaso rovesciato con foglie grigio verdi e fiori lavanda.
Origine: Asia.",erbacee perenni,ombra-mezz'ombra,estate,"alta, cm. 70-80","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",1 pianta mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 17:00:06 UTC,2020-11-07 14:34:19 UTC,800,EUR,false
145,Hosta 'Patriot',,"Celeberrima tra le migliaia di varietà di Hosta, forse la più conosciuta tra le forme a foglia variegata.
Origine: Asia, varietà coltivata.",erbacee perenni,ombra-mezzombra,estate,"media, cm. 50-60","fresco, ricco di sostanza organica. Sopporta anche terreni pesanti.",5-7 piante/mq.,tondo cm.15 (2 L.),true,false,fogliame decorativo,2019-02-01 15:44:51 UTC,2020-11-07 14:37:58 UTC,800,EUR,false
603,Hosta 'Pizzazz',,"Foglie a coppa bordate di giallo crema. Fiori lavanda chiaro. 
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"media, cm. 50-60","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",1-3 piante/mq.,tondo cm.13 (1 L.),true,false,coprisuolo,2019-12-06 19:01:32 UTC,2021-01-06 11:16:35 UTC,800,EUR,false
146,Hosta plantaginea 'Grandiflora',,"Presente in tutti i vecchi giardini, una pianta dei ricordi. I fiori bianche sono belli e molto profumati.",erbacee perenni,ombra-mezzombra,estate,"media, cm. 50-70","fresco, ricco di sostanza organica. Sopporta anche terreni pesanti.",3-5 piante/mq.,tondo cm.13 (1 L.),true,false,fogliame decorativo,2019-02-01 15:47:07 UTC,2019-12-02 17:45:46 UTC,500,EUR,false
144,Hosta 'Praying hands',,"""Mani in preghiera"" è il nome di questa varietà con foglie strette ed erette al cielo.
Origine: Asia, varietà coltivata.
",erbacee perenni,ombra-mezzombra,estate,"media, cm. 50-60","fresco, ricco di sostanza organica.Sopporta anche i terreni pesanti.",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,coprisuolo,2019-02-01 15:44:26 UTC,2021-01-06 11:18:34 UTC,600,EUR,false
602,Hosta 'Sharon',,"Foglie tondeggianti grigio-blu con parte centrale gialla. Di medie dimensioni.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezzombra,estate,"media, cm. 50-60","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",1-3 piante/mq.,tondo cm.13 (1 L.),false,false,coprisuolo,2019-12-06 18:52:57 UTC,2020-11-07 14:41:42 UTC,500,EUR,false
147,Hosta sieboldiana 'August Moon',,"Una varietà classica. Foglie giallo-verdi, molto luminose. Utile per dare luce ad angoli scuri. Fiori lavanda, quasi bianchi.
Origine: varietà coltivata.
",erbacee perenni,ombra-mezzombra,estate,"media, cm. 50-60","fresco, ricco di sostanza organica. Sopporta anche terreni pesanti.",5-7 piante/mq.,tondo cm. 15 (2 L.),false,false,fogliame decorativo,2019-02-01 15:49:16 UTC,2019-12-02 17:46:24 UTC,800,EUR,false
148,Hosta 'Snowden',,"Belle foglie glauche, arrotondate, grandi. Fiori malva. Una pianta imponente.
Origine: Asia, varietà coltivata.",erbacee perenni,ombra-mezzombra,estate,"media, cm. 70-90","fresco, ricco di sostanza organica. Sopporta anche terreni pesanti.",3-5 piante/mq.,tondo cm. 15 (2 L.),false,false,fogliame decorativo,2019-02-01 15:50:45 UTC,2019-12-02 17:46:47 UTC,800,EUR,false
612,Hosta 'So Sweet',,"Foglie verde brillante con sottile margine bianco. Fiori lavanda, profumati.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"bassa, cm. 40-50","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",5-7 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 17:15:05 UTC,2020-11-07 14:43:04 UTC,800,EUR,false
150,Hosta 'Sum and Substance',,"Una grande hosta dalle foglie luminose.
Origine: varietà coltivata.",erbacee perenni,ombra-mezzombra,estate,"alta, cm. 100-120","fresco, ricco di sostanza organica. Sopporta anche terreni pesanti.",1 pianta/mq.,tondo cm. 15 (2 L.),false,false,fogliame decorativo,2019-02-01 15:56:02 UTC,2019-12-02 17:47:14 UTC,800,EUR,false
605,Hosta 'Wide Brim',,"Foglie verde scuro con margine irregolare color crema.
Origine: Asia, ibrido orticolo.",erbacee perenni,ombra-mezz'ombra,estate,"media, cm. 40-50","fresco, ricco di sostanza organica; tollera l'ombra secca e i terreni pesanti",3-5 piante/mq.,tondo cm.15 (2 L.),true,false,coprisuolo,2019-12-07 16:19:27 UTC,2020-11-07 14:43:50 UTC,800,EUR,false
206,Hyacintoides non-scripta,,"Un bulbo che vuole terreni freschi e un pò umidi, anche in estate. Fiori azzurri che possono tappezzare il sottobosco in primavera.
Origine: Europa.
",erbacee perenni,mezzombra,primavera,"bassa, cm. 40-50","fresco, ricco di sostanza organica",9-11 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 11:33:48 UTC,2019-12-02 17:47:59 UTC,600,EUR,false
276,Hystrix patula,,"Graminacea per posizioni ombrose, tollera bene il secco. Caratteristiche spighe a scovolino che durano a lungo.
Origine: Nord America.
",graminacee,sole-mezz'ombra,tarda primavera-estate,"alta, cm. 80-90; in fioritura cm. 90-100",normale,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 18:50:42 UTC,2019-02-21 14:12:41 UTC,500,EUR,false
277,Imperata cylindrica 'Red Baron',,"Graminacea a portamento eretto, con foglie strette e sottili. Le nuove foglie che si sviluppano in primavera virano, nella porzione apicale, ad un rosso acceso che si intensifica durante l'autunno. Fiorisce raramente.
Origine: Giappone, varietà coltivata.",graminacee,sole-mezz'ombra,-,"bassa, cm. 30-40",normale,7-9 piante/mq.,tondo cm. 13 (1 L.),true,false,"",2019-02-04 15:00:06 UTC,2019-08-28 07:06:41 UTC,500,EUR,false
578,indigofera ambliantha,,"Leguminosa arbustiva che gli inglesi chiamano cespuglio dei gamberetti perché fiorisce con spighe rosa simili a piccoli gamberi.
Origine: Cina",altro,sole,primavera-estate,"alta, cm. 150-200",normale; tollera il secco,1 /mq.,tondo cm. 15 (2 L.),true,false,azotofissatrice,2019-08-22 14:08:57 UTC,2019-08-28 07:12:05 UTC,2000,EUR,false
579,indigofera decora 'Alba',,"Elegantissima fioritura bianca, belle foglie composte verde tenero.
Origine: Cina, Giappone.",altro,sole,primavera,"media, cm. 70-80",normale,1-3 piante mq.,tondo cm. 15 (2 L.),false,false,azotofissatrice,2019-08-22 14:10:45 UTC,2019-12-02 17:52:50 UTC,2000,EUR,false
577,Indigofera heterantha,,"Un bell’arbusto in fiore per tutta l’estate con spighe di fiori rosa luminoso.
Origine: Asia.

",altro,sole,primavera-estate,"alta, cm. 150-250",normale,1 /mq.,tondo cm. 15 (2 L.),true,false,azotofissatrice,2019-08-22 14:07:54 UTC,2019-08-28 07:14:20 UTC,2000,EUR,false
580,Indigofera kirilowii,,"Arbusto dalla bella forma arrotondata.
Origine: Cina

",altro,sole-mezzombra,primavera-estate,alta cm. 100-120,normale,1 /mq.,tondo cm. 15 (2 L.),false,false,azotofissatrice,2019-08-22 14:13:28 UTC,2019-12-02 17:56:11 UTC,2000,EUR,false
151,Inula magnifica,,"Grandi e belle foglie, verde tenero e un pò pelose. In estate produce margherite gialle dal grande disco centrale.
Origine: Europa.",erbacee perenni,"sole, mezz'ombra",estate,Alta cm. 150-170,"fresco, ricco di sostanza organica",1-3 piante/mq.,tondo cm.13 (1 L.),false,false,insetti,2019-02-01 15:58:17 UTC,2021-01-06 11:21:30 UTC,600,EUR,false
155,Inula royleana,,"Ha grandi foglie e tenere e belle come la Inula magnifica ma altezza decisamente più contenuta. Ama terreni freschi e un po’ d’ombra.
Origine: Asia.
",erbacee perenni,"sole, mezz'ombra",estate,"media, cm. 50-60","normale, fresco, ben drenato",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,insetti,2019-02-01 17:24:38 UTC,2019-02-21 14:15:46 UTC,500,EUR,false
207,Ipheion uniflorus,,"Bellissimi fiori a stella, azzurro ghiaccio a inizio primavera. In estate sparisce per ricomparire in autunno. 
Origine: Sud America.
",erbacee perenni,sole-mezz'ombra,primavera,"bassa, cm. 10-20","fresco, ricco di sostanza organica",9-11 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-02 11:53:02 UTC,2019-02-21 14:16:40 UTC,600,EUR,false
208,Ipheion uniflorus 'Alberto Castillo',,"Varietà a fiori più grandi e bianchi.
Origine: Sud America, varietà coltivata.

",erbacee perenni,sole-mezz'ombra,primavera,"bassa, cm. 20-30","fresco, ricco di sostanza organica",9-11 piante/mq.,tondo cm.13 (1 L.),false,false,"",2019-02-02 11:55:14 UTC,2019-08-28 07:17:33 UTC,600,EUR,false
157,Iris bulleyana,,"Una Iris cinese dalle sottili foglie eleganti e fiori azzurri leggerissimi. Un regalo dal ""mezzo giardiniere"" Clark Lawrence.
Origine: Asia.
",erbacee perenni,sole,estate,"media, cm. 60-80",normale,5-7 piante/mq.,tondo cm.15 (2 L.),true,false,"",2019-02-01 17:53:31 UTC,2019-02-21 14:17:43 UTC,1000,EUR,false
165,Iris domestica,,"Aspetto esotico per i fiori maculati di rosso ma abbastanza rustico per crescere in ogni giardino del nostro paese. Chiede terreni ben drenati e fiorisce per tutta l'estate. In autunno sono interessanti le capsule che si aprono e mostrano semi neri e lucidi.
Origine: Asia.

",erbacee perenni,sole,estate,"media, cm. 50-60","normale, ben drenato; tollera il secco",7-9 piante/mq.,tondo cm. 13 (1 L.),true,true,"",2019-02-01 18:38:36 UTC,2019-07-21 16:02:38 UTC,500,EUR,false
321,Iris japonica,,"Bellissimo iris tappezzante per posizioni ombrose, ha foglie lanceolate verde chiaro e fiori lavanda pallido con creste giallo-arancio circondate da puntini blu violetto.
Origine: Cina.",erbacee perenni,ombra-mezzombra,primavera,"bassa, cm. 40-50","fresco, ricco di sostanza organica",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"coprisuolo, fogliame decorativo",2019-02-05 16:44:49 UTC,2019-12-02 17:38:02 UTC,600,EUR,false
619,Iris reticulata 'Pauline',,"Questa iris è una varietà a bulbo, di piccole dimensioni con foglie erette e magnifici fiori viola, vellutati e leggermente profumati. Possono in qualche modo ricordare delle piccole orchiedee.
Origine: Est Europa, varietà coltivata.
",erbacee perenni,mezzombra,primavera,"bassa, 15-30cm.","normale, fresco, ben drenato, anche argilloso","9-11pianta/mq,",tondo cm.13 (1 L.),true,false,"",2021-01-05 16:29:25 UTC,2021-01-05 16:29:25 UTC,500,EUR,false
322,Iris sibirica 'Aquarius',,"L'Iris siberiano è coltivato nei giardini sin dal medioevo. Bello per le foglie lunghe e sottili e i fiori leggeri ed eleganti, azzurri. Ama terreni umidi.
Origine: Europa, varietà coltivata.
",erbacee perenni,sole,tarda primavera,"media, cm. 60-80",umido,5-7 piante/mq.,tondo cm.15 (2 L.),true,false,"",2019-02-05 16:47:40 UTC,2019-02-24 09:30:34 UTC,1000,EUR,false
323,Iris versicolor,,"Ama terreni umidi e può essere coltivato anche in acqua. Fiori azzurro-violetto. Ottimo da naturalizzare.
Origine: Nord America.
",erbacee perenni,sole,tarda primavera,"media, cm. 60-80",umido,5-7 piante/mq.,tondo cm. 15 (2 L.),true,false,"",2019-02-05 16:49:17 UTC,2019-02-21 14:19:48 UTC,1000,EUR,false
544,Jasione laevis 'Blaulicht',,"Tappezzante a fioritura blu per tutta l'estate. 
Origine: Europa, varietà coltivata.",erbacee perenni,sole,estate,"bassa, cm. 20-30","normale, ben drenato",9-11 piante/mq.,tondo cm.13 (1 L.),true,false,Insetti,2019-07-25 16:20:53 UTC,2020-11-13 15:09:40 UTC,500,EUR,false
324,Kalimeris mongolica 'Antonia',," In fiore da maggio a ottobre. Che dire di più! Piccole margherite lilla in abbondanza, ma con discrezione, senza chiasso.
Origine: Asia, varietà coltivata.",erbacee perenni,sole,estate-autunno,"media, cm. 50-60",normale,7-9 piante mq.,tondo cm.13 (1 L.),true,false,insetti,2019-02-05 17:43:52 UTC,2019-02-21 14:20:36 UTC,500,EUR,false
325,Kalimeris mongolica 'Mon Jardin',,"Bella varietà a fiore bianco.
Origine: Asia, varietà coltivata.
",erbacee perenni,sole,estate,"media, cm. 90-100",normale,7-11 piante/mq.,tondo cm.13 (1 L.),true,false,insetti,2019-02-05 17:45:59 UTC,2019-02-21 14:21:03 UTC,500,EUR,false
326,Kalimeris yomena 'Shogun',,"E' un'asteracea proveniente dal Giappone con foglie variegate crema e margherite color lavanda.
Origine: Asia, varietà coltivata.
",erbacee perenni,sole,tarda estate,"media, cm. 50-60",normale,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"fogliame decorativo, insetti",2019-02-05 17:48:38 UTC,2019-12-02 18:14:20 UTC,500,EUR,false
327,Kirengeshoma palmata,,"Ha tutta l’eleganza delle piante che arrivano dall’estremo oriente, foglie palmate dal verde tenero e fresco e fiori a coppa con petali che sembrano riccioli di burro e il giallo del burro buono, quello di montagna.
Origine: Asia.",erbacee perenni,ombra-mezzombra,estate,"alta, cm. 100-120","fresco, ricco di sostanza organica",3-5 piante/mq.,tondo cm. 15 (2 L.),true,false,fogliame decorativo,2019-02-05 17:50:53 UTC,2019-12-02 18:16:19 UTC,1000,EUR,false
328,Knautia macedonica,,"Piccoli bottoni fiorali di un bel rosso rubino si ergono su steli morbidi e ariosi da Giugno fino all'autunno.
Origine: Europa centrale.
",erbacee perenni,sole,estate,"media, cm. 60-80","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,Insetti,2019-02-05 18:08:27 UTC,2021-01-27 17:31:32 UTC,500,EUR,false
508,Knautia macedonica 'Mars Midget',,"Lunghissima fioritura, fiori rosso rubino, molto amata dalle farfalle.
Origine: Europa centrale.
",erbacee perenni,sole,estate-autunno,"bassa, cm. 30-40","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,Insetti,2019-02-21 14:23:27 UTC,2021-01-06 17:27:32 UTC,500,EUR,false
561,Kniphofia citrina,,"Foglie lunghe, nastriformi e fiori giallo limone su alti steli.
Origine: Africa.",erbacee perenni,sole,estate,"media, cm. 70-80","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,true,"",2019-08-07 15:50:01 UTC,2021-01-27 17:33:02 UTC,600,EUR,false
562,Kniphofia hirsuta 'Fire Dance',,"Varietà compatta con fiori che emergono da un cespo di foglie strette ed arcuate.
Origine: Africa, varietà coltivata.",erbacee perenni,sole,estate,"bassa, cm. 40-50","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,true,"",2019-08-07 15:51:27 UTC,2021-01-27 17:33:27 UTC,600,EUR,false
526,Kniphofia 'Mango popsicle',,"Fiori color mango. Appunto.
Origine: Africa, varietà coltivata.",erbacee perenni,sole,estate,"media, cm. 70-90","normale, ben drenato; tollera il secco",3-5 piante/mq.,tondo cm.13 (1 L.),true,true,"",2019-07-25 14:50:27 UTC,2021-01-27 17:31:58 UTC,600,EUR,false
563,Kniphofia triangularis,,"E' una Kniphophia non troppo alta che ben si adatta ai piccoli  giardini. Fioritura prolungata fino all'autunno inoltrato.
Origine: Africa.",erbacee perenni,sole,estate,"media, cm. 50-60","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,true,"",2019-08-07 15:52:29 UTC,2021-01-27 17:34:06 UTC,600,EUR,false
527,Kniphofia ''Wrexham Buttercup',,"Un gradiente di giallo sullo stesso fiore: da giallo pallido a giallo più ambrato. Luminosa.
Origine: Africa, varietà coltivata.",erbacee perenni,sole,estate,"alta, cm. 100-120","normale, ben drenato; tollera il secco",3-5 piante/mq.,tondo cm.13 (1 L.),true,true,"",2019-07-25 14:51:42 UTC,2021-01-27 17:34:40 UTC,600,EUR,false
278,Koeleria macrantha,,"Un piccolo cespo di grigio, ordinato e compatto.
Origine: Nord America.
",graminacee,sole,tarda primavera-estate,"bassa, cm. 40-50; in fioritura cm. 50-60","normale, anche povero; tollera il secco",7-9 piante/mq.,tondo cm.13 (1 L.),false,false,"",2019-02-04 15:02:39 UTC,2019-08-28 07:25:00 UTC,500,EUR,false
209,Laserpitium siler,,Origine: Europa.,erbacee perenni,sole,estate,"media, cm. 70-80","normale, ben drenato, anche calcareo",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"",2019-02-02 12:02:45 UTC,2019-12-02 18:46:39 UTC,600,EUR,false
329,Laser trilobum,,"Ombrellifera dalle eleganti foglie divise, glauche. Cresce nel sottobosco luminoso dove porta un tocco di leggerezza e luce con i delicati fiori bianchi.
Origine: Europa.",erbacee perenni,mezz'ombra,estate,"alta, cm. 100-120","leggero, ben drenato",5-7 piante/mq.,tondo cm. 13 (1 L.),true,false,"fogliame decorativo, insetti",2019-02-05 18:10:54 UTC,2019-02-24 09:42:52 UTC,600,EUR,false
330,Lathyrus vernus,,"Leguminosa a portamento cespuglioso, porta spighe di fiori cangianti, blu-porpora ad inizio primavera.
Origine: Europa.",erbacee perenni,mezz'ombra,primavera,"bassa, cm. 30-40","normale , tollera il calcare e sopporta bene il secco",7-9 piante mq.,tondo cm.13 (1 L.),true,false,"azotofissatrice, spontanea",2019-02-05 18:14:09 UTC,2019-08-28 07:26:41 UTC,500,EUR,false
573,Lespedeza thumbergii,,"Eleganti rami arcuati, ricadenti. Da metà estate si copre di spighe di fiori rosa intenso molto decorative.
Origine: Cina e Giappone.",altro,sole,estate,"alta, cm. 150-200",normale; tollera il secco,1 /mq.,tondo cm. 15 (2 L.),true,false,azotofissatrice,2019-08-22 14:02:29 UTC,2019-08-28 07:28:18 UTC,2000,EUR,false
574,Lespedeza thumbergii 'Avalanche',,"Foglie più chiare della specie e fiori bianchi.
Origine: Cina e Giappone.",altro,sole,estate,"alta, cm. 150-200",normale; tollera il secco,1 /mq.,tondo cm. 15 (2 L.),true,false,azotofissatrice,2019-08-22 14:04:06 UTC,2019-12-02 18:51:33 UTC,2000,EUR,false
575,Lespedeza thumbergii 'Edo Shibori',,"Fiori variegati bianco e rosa.

Origine: Cina e Giappone.

",altro,sole,estate,"alta, cm. 150-200",normale; tollera il secco,1 /mq.,tondo cm. 15 (2 L.),false,false,azotofissatrice,2019-08-22 14:05:27 UTC,2019-08-28 07:31:50 UTC,2000,EUR,false
331,Leycesteria formosa,,"Elegante. Nelle foglie leggermente ondulate, negli steli morbidamente arcuati, nei fiori bianchi che si affacciano da una lanterna porpora. Ama un po’ d’ombra, terreni freschi e ricchi di sostanza organica.
Origine: Asia.
",erbacee perenni,mezz'ombra,tarda estate,"alta, cm. 120-150","fresco, ricco di sostanza organica",3 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-05 18:16:20 UTC,2019-02-24 09:44:41 UTC,600,EUR,false
543,Liatris aspera,,"Fioritura tardo estiva in rosa per questa perenne nord americana meno conosciuta rispetto alla L. spicata ma altrettanto valida.
Origine: Nord America.",erbacee perenni,sole,tarda estate,"alta, cm. 130-150","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,Insetti,2019-07-25 16:19:49 UTC,2021-01-06 15:12:10 UTC,600,EUR,false
333,Liatris pycnostachya,,"E’ più alta ed ha spighe più lunghe della L. spicata. 
Origine: Nord America.",erbacee perenni,sole,estate,"alta, cm. 120-150","normale, ben drenato",9-12 piante/mq.,tondo cm.13 (1 L.),true,false,Insetti,2019-02-05 18:22:18 UTC,2019-02-21 14:44:58 UTC,500,EUR,false
211,Liatris scariosa,,"Fioritura un pò più tardiva rispetto alla L. spicata.
Origine: Nord America.
",erbacee perenni,sole,tarda estate,"alta, cm. 100-120","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,true,"",2019-02-02 12:11:56 UTC,2019-10-02 08:42:28 UTC,600,EUR,false
334,Liatris spicata,,"Belle spighe di fiori viola; gradevole il cespo di lunghe foglie sottili. Da provare.
Origine: Nord America.",erbacee perenni,sole,estate,"media, cm. 60-80",normale,7-9 piante mq.,tondo cm.13 (1 L.),false,false,Insetti,2019-02-06 17:22:45 UTC,2019-02-21 14:45:54 UTC,500,EUR,false
335,Liatris spicata 'Alba',,"Fiori bianchi.
Origine: Nord America, varietà coltivata.
",erbacee perenni,sole,estate,"media, cm. 60-80",normale,7-9 piante mq.,tondo cm.13 (1 L.),true,false,Insetti,2019-02-06 17:24:28 UTC,2019-08-28 07:35:06 UTC,500,EUR,false
332,Liatris spicata 'Floristan violet',,"Varietà migliorata della Liatris spicata.
Origine: Nord America, varietà coltivata.",erbacee perenni,sole,estate,"media, cm. 70-90","normale, ben drenato",9-12 piante/mq.,tondo cm.13 (1 L.),false,false,Insetti,2019-02-05 18:18:26 UTC,2019-02-24 09:48:50 UTC,500,EUR,false
210,Liatris spicata 'Floristan White',,"Fiori bianchi.
Origine: Nord America, varietà coltivata.
",erbacee perenni,sole,estate,"media, cm. 70-90","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"",2019-02-02 12:07:59 UTC,2021-01-06 11:32:18 UTC,500,EUR,false
585,Liatris spicata 'Kobold',,"Varietà più compatta e contenuta rispetto alla specie.
Origine: Nord America, varietà coltivata.",erbacee perenni,sole,estate,"media, cm. 60-70","normale, ben drenato, tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,Farfalle e insetti; da taglio,2019-08-22 17:50:26 UTC,2019-08-22 17:54:47 UTC,500,EUR,false
336,Ligularia dentata 'Otello',,"Pianta interessante soprattutto per le foglie, grandi, lucide e con bei toni porpora-viola. Ama terreni umidi.
Origine: Asia, varietà coltivata.",erbacee perenni,"sole, mezz'ombra",estate,"media, cm. 70-90",umido,5-7 piante/mq.,tondo cm. 15 (2 L.),false,false,"fogliame decorativo, insetti",2019-02-06 17:38:54 UTC,2019-08-28 07:37:17 UTC,1000,EUR,false
338,Linaria purpurea,,"Perenne di breve vita che dissemina facilmente. Spighe di fiori violetti per tutta estate, fino all'autunno.
Origine: Europa.",erbacee perenni,sole,estate-autunno,"media, cm. 60-80","leggero, ben drenato",7-9 piante mq.,tondo cm.13 (1 L.),true,false,"insetti, terreni aridi",2019-02-06 17:45:52 UTC,2019-08-28 07:37:44 UTC,450,EUR,false
337,Linaria purpurea 'Canon Went',,"Versione a fiori rosa della L. purpurea. Perenne di breve durata che dissemina facilmente.
Origine: Europa.
",erbacee perenni,sole,estate-autunno,"media, cm. 60-80","leggero, ben drenato",7-9 piante/mq.,tondo cm.13 (1 L.),true,false,"insetti, terreni aridi",2019-02-06 17:42:50 UTC,2021-01-06 17:33:51 UTC,450,EUR,false
339,Lippia repens,,"Dovete coprire, lei copre. Non avete una goccia d’acqua? A lei non serve. Richiede solo attenzione, nel posto sbagliato la troverete invadente, ma se dovete invadere fa al caso vostro. Resiste molto bene al taglio quindi può essere utilizzata in prati senza irrigazione. Molto amata da api e farfalle.
Origine: Sud America.",erbacee perenni,sole,estate,"bassa, cm. 10","leggero, ben drenato",5-7 piante/mq.,tondo cm.13 (1 L.),false,false,"insetti, coprisuolo",2019-02-06 17:48:10 UTC,2020-11-13 15:14:50 UTC,450,EUR,false
528,Liriope muscari 'Evergreen giant',,"Perenne sempreverde di grande eleganza, fiorisce in tarda estate con lunghe pannocchie viola portate su steli robusti.
Origine: Asia, varietà coltivata.",erbacee perenni,ombra-mezzombra,estate-autunno,"media, cm. 60-70","normale, ben drenato; tollera il secco",5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"coprisuolo, fogliame ornamentale",2019-07-25 14:52:59 UTC,2021-01-06 15:16:48 UTC,600,EUR,false
212,Lobelia fulgens 'Queen Victoria',,"Origine: Nord America, varietà coltivata.

",erbacee perenni,sole-mezz'ombra,estate,"media, cm. 70-80","fresco, umido",7-9 piante/mq.,tondo cm. 13 (1 L.),false,false,"",2019-02-02 12:14:51 UTC,2019-12-04 17:47:14 UTC,500,EUR,true
340,Lobelia siphilitica,,"Ama l’acqua, terreni freschi, umidi dove cresce veloce e fiorisce in estate con spighe generose di un bel blu cobalto.
Origine: Nord america.
",erbacee perenni,"sole, mezz'ombra",estate,media cm. 60-80,umido,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-06 17:50:42 UTC,2019-02-21 15:18:10 UTC,500,EUR,false
341,Lobelia siphilitica 'Alba',,"Come la precedente ma a fiore bianco.
Origine: Nord America, varietà coltivata.",erbacee perenni,"sole, mezz'ombra",estate,"media, cm. 60-80",umido,5-7 piante/mq.,tondo cm.13 (1 L.),true,false,"",2019-02-06 17:52:39 UTC,2019-02-21 15:18:37 UTC,500,EUR,false
